S.No,name,title,culture,dateOfBirth,mother,father,heir,house,spouse,book1_A_Game_Of_Thrones,book2_A_Clash_Of_Kings,book3_A_Storm_Of_Swords,book4_A_Feast_For_Crows,book5_A_Dance_with_Dragons,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,name1,gender_guess
1484,Cleon,king of astapor,Astapori,,,,,,,0,0,1,1,1,,,,,0,1,,0,0.10367893,0,Cleon,male
1485,Cohollo,bloodrider,Dothraki,,,,,Khal,,1,0,0,0,0,,,,,0,0,,0,0.033444816,0,Cohollo,unknown
1486,Cortnay Penrose,ser,,,,,,House Penrose,,0,1,1,0,0,,,,,0,1,,0,0.160535117,0,Cortnay,unknown
1487,Cotter Pyke,eastwatch-by-the-sea,Ironborn,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0.150501672,1,Cotter,unknown
1488,Cragorn,,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,0,,0,0.023411371,0,Cragorn,unknown
1489,Crawn,,Vale mountain clans,,,,,Moon Brothers,,0,1,0,0,0,,,,,0,0,,0,0.016722408,1,Crawn,unknown
1490,Creighton Longbough,ser,,240,,,,,,0,0,0,1,0,,,,,0,1,65,0,0.046822742,1,Creighton,unknown
1491,Cressen,maester,,219,,,,,,0,1,1,1,0,,,,,0,1,80,0,0.183946488,0,Cressen,unknown
1492,Daario Naharis,,Tyroshi,,,,,Stormcrows,,0,0,1,1,1,,,,,0,0,,0,0.220735786,1,Daario,unknown
1493,Dagmer,foamdrinker,Ironborn,,,,,House Greyjoy,,0,1,0,1,1,,,,,0,1,,0,0.120401338,1,Dagmer,unknown
1494,Dagos Manwoody,lord of kingsgrave,,,,,,House Manwoody,,0,0,1,1,1,,,,,0,1,,0,0.033444816,1,Dagos,unknown
1495,Danelle Lothston,harrenhal,,,,,,House Lothston,,0,0,0,1,0,,,,,0,1,,0,0.016722408,1,Danelle,unknown
1496,Dalla,,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.086956522,0,Dalla,female
1497,Doran Martell,prince of dorne,Dornish,247,,,,House Nymeros Martell,Mellario of Norvos,1,1,1,1,1,,,,1,1,1,58,6,0.498327759,1,Doran,unknown
1498,Ebrose,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.016722408,1,Ebrose,unknown
1499,Eddison Tollett,,Valemen,,,,,House Tollett,,0,1,1,1,1,,,,,0,0,,0,0.100334448,1,Eddison,unknown
1500,Edric Dayne,lord of starfall,Dornishmen,287,,,,House Dayne,,1,1,1,1,0,,,,,0,1,18,0,0.08361204,1,Edric,unknown
1501,Edwyn Frey,,,259,,,,House Frey,Janyce Hunter,0,1,1,1,0,,,,1,1,0,46,0,0.147157191,1,Edwyn,unknown
1502,Eldon Estermont,ser,Stormlands,228,,,,House Estermont,Sylva Santagar,0,1,1,1,1,,,,1,1,1,77,0,0.060200669,1,Eldon,unknown
1503,Ellaria Sand,,Dornish,,,,,House Uller,Oberyn Martell,0,0,1,1,1,,,,0,1,0,,2,0.160535117,1,Ellaria,unknown
1504,Ethan Glover,,Northmen,,,,,House Glover,,1,1,0,0,0,,,,,0,0,,0,0.033444816,0,Ethan,unknown
1505,Emmon Frey,riverrun,,237,,,,House Frey of Riverrun,Genna Lannister,1,1,1,1,1,,,,1,1,1,68,0,0.230769231,1,Emmon,unknown
1506,Galbart Glover,master of deepwood motte,Northmen,,,,,House Glover,,1,1,1,1,1,,,,,0,1,,0,0.120401338,1,Galbart,unknown
1507,Gerold Hightower,ser,,,,,,House Hightower,,1,1,1,0,0,,,,,0,1,,0,0.414715719,0,Gerold,unknown
1508,Ghost of High Heart,,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.086956522,1,Ghost,unknown
1509,Gerris Drinkwater,ser,Dornish,275,,,,House Drinkwater,,0,0,0,0,1,,,,,0,1,30,0,0.157190635,1,Gerris,unknown
1510,Gilly,,Free Folk,282,,,,,Craster,0,1,1,1,1,,,,0,1,0,23,1,0.287625418,1,Gilly,mostly_female
1511,Greydon Goodbrother,,Ironborn,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0.046822742,1,Greydon,unknown
1512,Harmen Uller,lord of hellholt,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0.043478261,1,Harmen,unknown
1513,Gyles Rosby,master of coin,,,,,,House Rosby,,1,1,1,1,1,,,,,0,1,,0,0.364548495,0,Gyles,unknown
1514,Harren Hoare,,Ironborn,,,Halleck Hoare,,,,0,0,0,0,0,,1,,,0,0,,0,0.204013378,0,Harren,unknown
1515,Harras Harlaw,ser,Ironborn,,,,,House Harlaw of Grey Garden,,0,0,0,1,1,,,,,0,1,,0,0.107023411,1,Harras,unknown
1516,Harrold Hardyng,ser,Valemen,281,,,,House Hardyng,,0,0,0,1,1,,,,,0,1,24,0,0.120401338,1,Harrold,unknown
1517,Helaena Targaryen,queen,,109,,,,House Targaryen,Aegon II,0,0,0,0,0,,,,1,1,1,21,0,0.27090301,0,Helaena,unknown
1518,Hodor,,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0.244147157,1,Hodor,unknown
1519,Harrion Karstark,karhold,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,2,0.096989967,1,Harrion,unknown
1520,Iggo,,Dothraki,,,,,Brave Companions,,0,0,1,0,0,,,,,0,0,,0,0.016722408,0,Iggo,male
1521,Hother Umber,castellan,Northmen,241,,,,House Umber,,0,1,1,1,1,,,,,0,1,64,0,0.143812709,1,Hother,unknown
1522,Jalabhar Xho,red flower vale,Summer Islands,,,,,Summer Islands,,1,1,1,1,1,,,,,0,1,,0,0.073578595,1,Jalabhar,unknown
1523,Janos Slynt,lord of harrenhal,,278,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,22,0,0.56187291,0,Janos,unknown
1524,Jared Frey,ser,,248,,,,House Frey,Alys Frey,1,1,1,1,1,,,,1,1,1,52,0,0.147157191,0,Jared,unknown
1525,Jasper Wylde,rain house,,,,,,House Wylde,,0,0,0,0,0,,,,,0,1,,0,0.25083612,0,Jasper,unknown
1526,Jhaqo,khalko (formerly),Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,0.066889632,1,Jhaqo,unknown
1527,Jeyne Lothston,,,164,,,,House Lothston,,0,0,0,0,0,,,,,0,0,100,0,0.023411371,0,Jeyne,unknown
1528,Jhiqui,,Dothraki,284,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,21,0,0.143812709,1,Jhiqui,unknown
1529,Jon Bulwer,blackcrown,,,,,,House Bulwer,Victaria Tyrell,0,0,1,1,0,,,,1,1,1,,0,0.137123746,1,Jon,unknown
1530,Jory Cassel,captain of the guard,Northmen,,,,,House Cassel,,1,1,1,0,1,,,,,0,1,,1,0.170568562,0,Jory,unknown
1531,Jorah Mormont,ser,Northmen,254,,,,House Mormont,Glover,1,1,1,1,1,,,,1,1,1,51,1,0.722408027,1,Jorah,unknown
1532,Karyl Vance,ser,,,,,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,,0,0.117056856,1,Karyl,unknown
1533,Khrazz,,Ghiscari,277,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23,0,0.076923077,0,Khrazz,unknown
1534,Kurleket,,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0.010033445,0,Kurleket,unknown
1535,Lann the Clever,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.060200669,1,Lann,unknown
1536,Kyle Condon,ser,,,,,,House Condon,,0,0,1,0,0,,,,,0,1,,0,0.040133779,1,Kyle,unknown
1537,Lancel Lannister,ser,,282,,,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1,1,1,23,5,0.47826087,1,Lancel,unknown
1538,Likely Luke,,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0.013377926,1,Likely,unknown
1539,Lucas Inchfield,ser,,,,,,House Inchfield,,0,0,0,0,0,,,,,0,1,,0,0.053511706,0,Lucas,unknown
1540,Lollys Stokeworth,stokeworth,,265,,,,House Stokeworth,Bronn,0,1,1,1,1,,,,1,1,1,40,2,0.127090301,1,Lollys,unknown
1541,Lyanna Stark,,Northmen,266,,,,House Stark,,1,1,1,0,1,,,,,0,0,17,5,0.35451505,0,Lyanna,unknown
1542,Lyle Crakehall,ser,,,,,,House Crakehall,,0,1,1,1,1,,,,,0,1,,0,0.107023411,1,Lyle,unknown
1543,Lucas Blackwood,,,,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,0.073578595,0,Lucas,unknown
1544,Lyn Corbray,ser,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,0.090301003,1,Lyn,unknown
1545,Lynesse Hightower,,,,,,,House Hightower,Jorah Mormont,0,1,1,1,1,,,,1,1,0,,1,0.117056856,1,Lynesse,unknown
1546,Mace Tyrell,highgarden,,256,,,,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1,1,1,49,1,0.856187291,1,Mace,unknown
1547,Mag Mar Tun Doh Weg,,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.040133779,0,Mag,unknown
1548,Mandon Moore,ser,Valemen,,,,,House Moore,,1,1,1,0,0,,,,,0,1,,0,0.120401338,0,Mandon,unknown
1549,Mago,bloodrider,Dothraki,,,,,,,1,0,1,1,1,,,,,0,0,,0,0.033444816,1,Mago,unknown
1550,Maron Botley,,,,,,,House Botley,,0,1,1,0,0,,,,,0,0,,0,0.02006689,1,Maron,unknown
1551,Marillion,,,279,,,,,,1,1,1,1,0,,,,,0,0,21,0,0.143812709,0,Marillion,unknown
1552,Marya Seaworth,lady,,,,,,House Seaworth,Davos Seaworth,0,1,1,1,1,,,,1,1,1,,1,0.063545151,1,Marya,unknown
1553,Marwyn,archmaester,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0.160535117,1,Marwyn,unknown
1554,Masha Heddle,,,,,,,,,1,1,0,0,0,,,,,0,0,,0,0.040133779,0,Masha,unknown
1555,Matthos Seaworth,,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,,0,0.076923077,0,Matthos,unknown
1556,Meera Reed,,Crannogmen,283,,,,House Reed,,0,1,1,1,1,,,,,0,0,22,0,0.27090301,1,Meera,unknown
1557,Melara Hetherspoon,,,264,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,0,12,0,0.046822742,0,Melara,unknown
1558,Melissa Blackwood,,,156,,,,House Blackwood,,0,0,0,0,1,,,,,0,0,100,0,0.050167224,0,Melissa,unknown
1559,Melisandre,,Asshai,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,0.745819398,1,Melisandre,unknown
1560,Merrit,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0.010033445,1,Merrit,unknown
1561,Meryn Trant,ser,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,0.220735786,1,Meryn,unknown
1562,Merrett Frey,,Riverlands,262,,,,House Frey,Mariya Darry,1,1,1,1,1,,,,1,1,0,38,0,0.434782609,0,Merrett,unknown
1563,Mohor,,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0.010033445,0,Mohor,unknown
1564,Missandei,,Naathi,288,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17,0,0.173913043,1,Missandei,unknown
1565,Moon Boy,,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,0.076923077,1,Moon,unknown
1566,Monster,,Free Folk,299,,,,,,0,0,1,1,1,,,,,0,0,6,0,0.076923077,1,Monster,unknown
1567,Mord,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,0,,0,0.046822742,1,Mord,unknown
1568,Minisa Whent,riverrun,Rivermen,,,,,House Whent,Hoster Tully,1,1,1,0,0,,,,0,1,1,,0,0.043478261,1,Minisa,unknown
1569,Mordane,septa,,,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0.10367893,0,Mordane,unknown
1570,Murenmure,maester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Murenmure,unknown
1571,Myles,maester,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0.023411371,1,Myles,male
1572,Mors Martell,sandship,Dornish,,,,,House Martell,Nymeria,1,0,0,1,0,,,,1,1,1,,0,0.053511706,1,Mors,unknown
1573,Mya Stone,,,279,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,26,0,0.120401338,1,Mya,unknown
1574,Myrcella Baratheon,princess,,290,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15,5,0.56187291,1,Myrcella,unknown
1575,Nestor Royce,keeper of the gates of the moon,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0.086956522,1,Nestor,unknown
1576,Nute,lord of oakenshield,Ironborn,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,0.050167224,1,Nute,unknown
1577,Nymeria Sand,,Dornishmen,274,,,,House Martell,,0,0,1,1,1,,,,,0,0,31,1,0.377926421,1,Nymeria,unknown
1578,Nymeria,princessqueen,Rhoynar,,,,,House Martell,Mors Martell,1,1,0,1,1,,,,1,1,1,,0,0.197324415,1,Nymeria,unknown
1579,Oberyn Martell,ser,Dornishmen,257,,,,House Martell,,1,1,1,1,1,,,,,0,1,43,5,0.772575251,0,Oberyn,unknown
1580,Obella Sand,,Dornishmen,287,,,,House Martell,,0,0,1,1,1,,,,,0,0,18,1,0.10367893,1,Obella,unknown
1581,Olenna Redwyne,highgarden,,228,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1,1,1,77,0,0.287625418,1,Olenna,unknown
1582,Mychel Redfort,ser,Valemen,,,,,House Redfort,Ysilla Royce,1,1,1,1,1,,,,1,1,1,,0,0.070234114,1,Mychel,unknown
1583,Orwyle,grand maester,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.254180602,1,Orwyle,unknown
1584,Osha,,Free folk,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0.25083612,1,Osha,unknown
1585,Osfryd Kettleblack,ser,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0.086956522,1,Osfryd,unknown
1586,Osney Kettleblack,ser,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0.123745819,1,Osney,unknown
1587,Orys Baratheon,storm's end,,,,,,House Baratheon,Argella Durrandon,1,0,0,0,0,,,,1,1,1,,5,0.488294314,0,Orys,unknown
1588,Osmund Kettleblack,ser,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0.170568562,1,Osmund,unknown
1589,Othell Yarwyck,first builder,,,,,,House Yarwyck,,1,1,1,1,1,,,,,0,1,,0,0.063545151,1,Othell,unknown
1590,Oswell Whent,ser,Rivermen,,,,,House Whent,,1,0,1,0,1,,,,,0,1,,1,0.080267559,0,Oswell,unknown
1591,Otto Hightower,ser,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,0.371237458,0,Otto,unknown
1592,Patchface,,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,0.107023411,1,Patchface,unknown
1593,Paxter Redwyne,arbor,,,,,,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1,1,1,,0,0.511705686,1,Paxter,unknown
1594,Pearse Caron,nightsong,,,,,,House Caron,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Pearse,unknown
1595,Petyr Frey,,,281,,,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1,1,0,19,0,0.177257525,0,Petyr,unknown
1596,Pia,,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0.046822742,1,Pia,female
1597,Podrick Payne,,,286,,,,House Payne,,1,1,1,1,1,,,,,0,0,19,0,0.2909699,1,Podrick,unknown
1598,Preston Greenfield,ser,Westermen,,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,0.093645485,0,Preston,unknown
1599,Polliver,castellan of harrenhal,,,,,,House Clegane,,0,1,1,1,0,,,,,0,1,,0,0.076923077,0,Polliver,unknown
1600,Pyat Pree,warlock,,,,,,Undying Ones,,0,1,1,1,1,,,,,0,1,,0,0.096989967,1,Pyat,unknown
1601,Pylos,maester,,273,,,,,,0,1,1,1,1,,,,,0,1,32,0,0.056856187,1,Pylos,unknown
1602,Pycelle,grand maester,,216,,,,House Lannister,,1,1,1,1,1,,,,,0,1,84,0,0.638795987,0,Pycelle,unknown
1603,Qhorin Halfhand,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.210702341,0,Qhorin,unknown
1604,Qotho,bloodrider,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.063545151,0,Qotho,unknown
1605,Quentyn Martell,ser,Dornishmen,281,,,,House Martell,,1,1,1,1,1,,,,,0,1,19,0,0.551839465,0,Quentyn,unknown
1606,Ralf Stonehouse,red jester,Ironborn,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0.033444816,1,Ralf,unknown
1607,Ramsay Snow,lord of the hornwood,Northmen,282,,,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0,1,1,23,1,0.461538462,1,Ramsay,unknown
1608,Randyll Tarly,horn hill,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1,1,1,,0,0.618729097,1,Randyll,unknown
1609,Raymun Fossoway,ser,,,,,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,,0,0.040133779,1,Raymun,unknown
1610,Raymun Darry,darry,,,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0.076923077,0,Raymun,unknown
1611,Ravella Swann,acorn hall,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1,1,1,,0,0.060200669,1,Ravella,unknown
1612,Small Paul,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.026755853,0,Small,unknown
1613,Tristifer Botley,lordsport,Ironborn,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,0.120401338,1,Tristifer,unknown
1614,Styr,magnar of thenn,Free Folk,,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0.140468227,0,Styr,unknown
1615,Rat Cook,,,,,,,Night's Watch,,0,0,1,0,1,,,,,0,0,,0,0.056856187,1,Rat,unknown
1616,Prendahl na Ghezn,,Ghiscari,,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0.040133779,0,Prendahl,unknown
1617,Ulmer,,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0.053511706,1,Ulmer,unknown
1618,Oznak zo Pahl,,Meereen,,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0.056856187,0,Oznak,unknown
1619,Aegon Blackfyre,,Valyrian,184,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12,2,0.08361204,0,Aegon,unknown
1620,Addam Velaryon,ser,Valyrian,114,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,16,0,0.107023411,0,Addam,unknown
1621,Aegon V Targaryen,,,,Dyanna Dayne,Maekar I Targaryen,Duncan Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,7,0.695652174,0,Aegon,unknown
1622,Aemon Blackfyre,,Valyrian,184,,,,House Blackfyre,,0,0,1,0,0,,,,,0,0,12,2,0.086956522,0,Aemon,unknown
1623,Aeron Greyjoy,golden storm,Ironmen,269,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,36,4,0.45819398,1,Aeron,unknown
1624,Alfyn,,Free Folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,Alfyn,unknown
1625,Alannys Harlaw,iron islands,Ironborn,,,,,House Greyjoy,Balon Greyjoy,1,1,0,1,1,,,,0,1,1,,0,0.237458194,1,Alannys,unknown
1626,Alayaya,,,282,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,23,0,0.076923077,1,Alayaya,unknown
1627,Alyn,,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0.073578595,0,Alyn,mostly_female
1628,Alliser Thorne,ser,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,0.230769231,1,Alliser,unknown
1629,Alester Florent,brightwater,,,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1,1,1,,0,0.327759197,0,Alester,unknown
1630,Alysane Mormont,,Northmen,273,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32,0,0.070234114,1,Alysane,unknown
1631,Alerie Hightower,highgarden,,257,,,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1,1,1,48,0,0.227424749,1,Alerie,unknown
1632,Anguy,,,,,,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,,0,0.130434783,1,Anguy,unknown
1633,Andrik,lord of southshield,Ironborn,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,,0,0.043478261,1,Andrik,male
1634,Amory Lorch,ser,,,,,,House Lorch,,1,1,1,1,1,,,,,0,1,,0,0.277591973,0,Amory,unknown
1635,Archibald Yronwood,ser,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,0.140468227,1,Archibald,unknown
1636,Arlan of Pennytree,ser,,149,,,,,,0,0,0,0,0,,,,,0,1,60,0,0.10367893,0,Arlan,unknown
1637,Areo Hotah,sunspear,Norvos,257,,,,House Martell,,1,1,1,1,1,,,,,0,1,48,0,0.257525084,1,Areo,unknown
1638,Arwyn Oakheart,old oak,,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0.036789298,1,Arwyn,unknown
1639,Arthur Dayne,ser,Dornishmen,,,,,House Dayne,,1,1,1,1,1,,,,,0,1,,0,0.153846154,0,Arthur,unknown
1640,Arys Oakheart,ser,Reach,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0.344481605,0,Arys,unknown
1641,Ashara Dayne,,,,,,,House Dayne,,1,1,1,0,1,,,,,0,0,,0,0.093645485,0,Ashara,unknown
1642,Aron Santagar,ser,Dornish,,,,,House Santagar,,1,1,0,1,0,,,,,0,1,,0,0.066889632,0,Aron,unknown
1643,Asha Greyjoy,black wind,Ironborn,275,,,,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1,1,1,30,0,0.7090301,1,Asha,unknown
1644,Azor Ahai,,Asshai,,,,,,Nissa Nissa,0,1,1,1,1,,,,1,1,0,,0,0.117056856,1,Azor,unknown
1645,Bael the Bard,king-beyond-the-wall,Free folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,1,Bael,unknown
1646,Baelor Blacktyde,blacktyde,Ironborn,,,,,House Blacktyde,,0,1,1,1,0,,,,,0,1,,0,0.060200669,0,Baelor,unknown
1647,Balon Greyjoy,,,,,Quellon Greyjoy,Theon Greyjoy,,,0,0,0,0,0,,0,1,,0,0,,4,0.739130435,0,Balon,unknown
1648,Ballabar,maester,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,0.030100334,1,Ballabar,unknown
1649,Baelor I Targaryen,,,,Daenaera Velaryon,Aegon III Targaryen,,,,0,0,0,0,0,1,0,,,0,0,,9,0.501672241,0,Baelor,unknown
1650,Balon Swann,ser,Stormlander,,,,,House Swann,,1,1,1,1,1,,,,,0,1,,0,0.311036789,1,Balon,unknown
1651,Barba Bracken,,,155,,,,House Bracken,,0,0,0,0,1,,,,,0,0,100,0,0.050167224,0,Barba,unknown
1652,Barristan Selmy,ser,Westeros,236,,,,House Selmy,,1,1,1,1,1,,,,,0,1,69,0,1,1,Barristan,unknown
1653,Barbrey Dustin,barrowton,Northmen,,,,,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0,1,1,,0,0.163879599,1,Barbrey,unknown
1654,Bellegere Otherys,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.040133779,1,Bellegere,unknown
1655,Beardless Dick,,,,,,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,,0,0.02006689,1,Beardless,unknown
1656,Belwas,,Meereenese,,,,,House Targaryen,,0,1,1,1,1,,,,,0,0,,0,0.143812709,1,Belwas,unknown
1657,Benjen Stark,first ranger,Northmen,267,,,,House Stark,,1,1,1,1,1,,,,,0,1,38,5,0.401337793,1,Benjen,unknown
1658,Bethany Bracken,,,156,,,,House Bracken,,0,0,0,0,0,,,,,0,0,22,0,0.030100334,0,Bethany,unknown
1659,Beric Dondarrion,lord of blackhaven,,276,,,,,,1,1,1,1,1,,,,,0,1,23,0,0.434782609,0,Beric,unknown
1660,Biter,,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0.127090301,0,Biter,unknown
1661,Bluetooth,,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0.013377926,1,Bluetooth,unknown
1662,Brandon Norrey,the norreylord norrey,Northern mountain clans,,,,,House Norrey,,0,0,0,1,1,,,,,0,1,,0,0.030100334,1,Brandon,unknown
1663,Bowen Marsh,lord steward,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0.254180602,1,Bowen,unknown
1664,Bonifer Hasty,ser,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,0.053511706,1,Bonifer,unknown
1665,Bran the Builder,king of winter,First Men,,,,,House Stark,,1,1,1,1,1,,,,,0,1,,0,0.090301003,1,Bran,unknown
1666,Brynden Rivers,ser,Valyrian,175,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77,4,0.605351171,0,Brynden,unknown
1667,Brynden Tully,ser,Rivermen,242,,,,House Tully,,1,1,1,1,1,,,,,0,1,63,5,0.341137124,1,Brynden,unknown
1668,Caleotte,maester,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,0.040133779,1,Caleotte,unknown
1669,Cassella Vaith,vaith,Dornishmen,,,,,House Vaith,,0,0,0,0,0,,,,,0,1,,0,0.010033445,1,Cassella,unknown
1670,Cellador,septon,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.033444816,1,Cellador,unknown
1671,Chella,,Vale mountain clans,,,,,Black Ears,,1,1,1,0,0,,,,,0,0,,0,0.036789298,1,Chella,unknown
1672,Cletus Yronwood,ser,,,,,,House Yronwood,,0,0,0,1,1,,,,,0,1,,0,0.070234114,0,Cletus,unknown
1673,Colemon,maester,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,0.066889632,1,Colemon,unknown
1674,Corlys Velaryon,lord of the tides,Valyrian,53,,,,House Velaryon,Rhaenys Targaryen,0,0,0,0,0,,,,0,1,1,79,0,0.525083612,0,Corlys,unknown
1675,Criston Cole,ser,Stormlands,82,,,,House Cole,,0,0,0,1,0,,,,,0,1,48,0,0.505016722,0,Criston,unknown
1676,Daemon I Blackfyre,ser,Valyrian,170,,,,House Blackfyre,Rohanne of Tyrosh,0,0,0,0,0,,,,1,1,1,26,0,0,0,Daemon,unknown
1677,Daemon Targaryen,commander of the city watch,Valyrian,81,,,,House Targaryen,Rhea Royce,0,0,0,0,0,,,,0,1,1,49,5,0.668896321,0,Daemon,unknown
1678,Daenerys Targaryen,andals,Valyrian,284,,,,House Targaryen,Drogo,1,1,1,1,1,,,,0,1,1,21,15,1,1,Daenerys,unknown
1679,Danny Flint,,Northmen,,,,,House Flint,,0,0,1,0,1,,,,,0,0,,0,0.023411371,1,Danny,unknown
1680,Daven Lannister,ser,Westerman,273,,,,House Lannister,,1,1,1,1,1,,,,,0,1,32,0,0.20735786,1,Daven,unknown
1681,Dick Crabb,,,,,,,House Crabb,,0,0,0,1,0,,,,,0,0,,0,0.070234114,0,Dick,unknown
1682,Donal Noye,,,244,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,56,0,0.140468227,0,Donal,unknown
